mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
20995002	Multiple	ANC68	051	100	grab, undifferentiated	1968	07	26		65	19	80	N	166	15	50	W	m	65.33	-166.2583	15				
09995043	Staten Island	ND00655	BS-4	100	grab, undifferentiated	1960	02	21		61	01	00	N	175	40	50	W	m	61.0167	-175.675	108		GRAB SAMPLE		
20995002	Thomas G. Thompson	TT051	107_203	400	core, gravity undiff.	1970	09	05		60	01	40	N	170	37	70	W	m	60.0233	-170.6283	67	86			
20995002	Thomas G. Thompson	TT042	116_257	100	grab, undifferentiated	1969	09	06		61	03	20	N	172	16	60	W	m	61.0533	-172.2767	66				
20995002	Thomas G. Thompson	TT042	113_252	400	core, gravity undiff.	1969	09	05		61	24	90	N	172	23	80	W	m	61.415	-172.3967	66	22			
20995002	Thomas G. Thompson	TT042	109_241	100	grab, undifferentiated	1969	09	05		62	35	90	N	172	51	90	W	m	62.5983	-172.865	62				
20995002	Brown Bear	BB268	31	0	unknown	1960				65	01	00	N	169	52	00	W	m	65.0167	-169.8667	45				
20995002	Brown Bear	BB268	39	0	unknown	1960	08	02		66	07	00	N	167	50	00	W	m	66.1167	-167.8333	14				
20995002	Brown Bear	BB268	46	0	unknown	1960	08			66	10	00	N	167	17	00	W	m	66.1667	-167.2833	24				
20995002	Brown Bear	BB268	17	0	unknown	1960	07			64	44	00	N	167	08	00	W	m	64.7333	-167.1333	27				
20995002	Brown Bear	BB268	170	501	core, piston, kullenberg	1960	08			67	30	00	N	165	52	00	W	m	67.5	-165.8667	39	744			
20995002	Thomas G. Thompson	TT018	010_012	103	grab, van veen	1967	07	22		64	28	70	N	162	26	20	W	m	64.4783	-162.4367	9				
20995002	Thomas G. Thompson	TT051	100_189	100	grab, undifferentiated	1970	09	04		58	55	40	N	167	48	30	W	m	58.9233	-167.805	43				
20995002	Thomas G. Thompson	TT051	086_160	500	core, piston undiff.	1970	09	01		55	24	00	N	165	54	00	W	m	55.4	-165.9	118	238			
20995002	Thomas G. Thompson	TT051	088_167	500	core, piston undiff.	1970	09	01		55	53	30	N	167	12	60	W	m	55.8883	-167.21	134	312			
20995002	Thomas G. Thompson	TT051	094_179	100	grab, undifferentiated	1970	09	03		56	31	00	N	168	30	00	W	m	56.5167	-168.5	116				
20995002	Thomas G. Thompson	TT051	080_145	500	core, piston undiff.	1970	08	31		57	06	50	N	165	25	50	W	m	57.1083	-165.425	72	150			
20995002	Thomas G. Thompson	TT051	083_152	400	core, gravity undiff.	1970	09	01		56	03	50	N	165	18	90	W	m	56.0583	-165.315	97	60			
20995002	Thomas G. Thompson	TT051	077_137	100	grab, undifferentiated	1970	08	31		58	23	30	N	165	30	00	W	m	58.3883	-165.5	43				
20995002	Thomas G. Thompson	TT051	071_127	100	grab, undifferentiated	1970	08	30		59	19	00	N	164	54	00	W	m	59.3167	-164.9	23				
20995002	Thomas G. Thompson	TT051	061_111	100	grab, undifferentiated	1970	08	29		56	06	40	N	160	41	00	W	m	56.1067	-160.6833	19				
20995002	Thomas G. Thompson	TT051	067_122	100	grab, undifferentiated	1970	08	30		57	53	60	N	163	00	90	W	m	57.8933	-163.015	44				
41995001	Multiple	RU529OCS	24SL_A	100	grab, undifferentiated	1977	08	07		70	30	00	N	149	46	90	W	m	70.5	-149.7817	1		GRAB SAMPLE		
41995001	Multiple	RU529OCS	27SL_A	100	grab, undifferentiated	1977	08	07		70	32	20	N	149	52	00	W	m	70.5367	-149.8667	3		GRAB SAMPLE		
41995001	Multiple	RU529OCS	13SL_A	100	grab, undifferentiated	1977	08	06		70	32	60	N	149	38	90	W	m	70.5433	-149.6483	2		GRAB SAMPLE		
41995001	Multiple	RU529OCS	17SL_A	100	grab, undifferentiated	1977	08	06		70	30	30	N	149	41	60	W	m	70.505	-149.6933	0		GRAB SAMPLE		
41995001	Multiple	RU529OCS	08SL_A	100	grab, undifferentiated	1977	08	04		70	29	80	N	149	34	90	W	m	70.4967	-149.5817	0		GRAB SAMPLE		
41995002	Multiple	unknown	BRSLF41	0	unknown					56	21	60	N	167	37	20	W	m	56.36	-167.62					
41995002	Multiple	unknown	BRBAY_6	0	unknown					55	03	00	N	164	34	80	W	m	55.05	-164.58					
41995002	Multiple	unknown	BRSLF14	0	unknown					58	22	20	N	168	55	80	W	m	58.37	-168.93					
41995002	Multiple	unknown	BRBAY_1	0	unknown					56	06	00	N	161	25	20	W	m	56.1	-161.42					
41995002	Multiple	unknown	BRBAY24	0	unknown					56	40	20	N	162	42	00	W	m	56.67	-162.7					
41995002	Multiple	unknown	BRBAY29	0	unknown					55	45	00	N	164	33	00	W	m	55.75	-164.55					
41995002	Multiple	unknown	BRBAY19	0	unknown					57	46	80	N	162	06	00	W	m	57.78	-162.1					
41995002	Multiple	unknown	BRBAY16	0	unknown					57	48	00	N	158	03	00	W	m	57.8	-158.05					
41995002	Multiple	unknown	BRBAY18	0	unknown					58	00	00	N	161	00	60	W	m	58	-161.01					
41995002	Multiple	unknown	AJT72_5	0	unknown					70	27	20	N	148	10	30	W	m	70.4533	-148.1717	7				
41995002	Multiple	unknown	AJT71_2	0	unknown					70	20	60	N	148	23	20	W	m	70.3433	-148.3867	2				
41995002	Multiple	unknown	AJT71_4	0	unknown					70	30	00	N	148	00	00	W	m	70.5	-148	11				
41995002	Multiple	unknown	AJT7132	0	unknown					70	35	00	N	150	30	00	W	m	70.5833	-150.5	8				
41995002	Multiple	unknown	AJT7122	0	unknown					70	35	50	N	148	30	00	W	m	70.5917	-148.5	20				
09995009	Staten Island	N00636	SI-40	401	core, gravity, phleger	1959	09	10		65	00	00	N	168	30	00	W	m	65	-168.5	46	6	PHLEGER CORE		
09995009	Staten Island	N00636	SI-3	401	core, gravity, phleger	1959	08	01		74	45	00	N	162	17	00	W	m	74.75	-162.2833	1847	37	PHLEGER CORE		
09995009	Staten Island	N00636	SI-37	401	core, gravity, phleger	1959	09	10		67	30	00	N	167	29	00	W	m	67.5	-167.4833	64	42	PHLEGER CORE		
09995009	Staten Island	N00636	SI-21	401	core, gravity, phleger	1959	09	02		70	48	00	N	132	42	00	W	m	70.8	-132.7	57	52	PHLEGER CORE		
20995002	Staten Island	SI689	059	100	grab, undifferentiated	1961	09	16		68	15	00	N	166	30	00	W	m	68.25	-166.5	7	0			
06245001	Townsend Cromwell	JPO 212	153	100	grab, undifferentiated	1975	05	31	1837	60	12	50	N	146	26	99	W	m	60.2083	-146.4498	137		GRAB SAMPLE		
41995002	Multiple	unknown	AJT7126	0	unknown					70	43	00	N	149	22	50	W	m	70.7167	-149.375	17				
20995002	Thomas G. Thompson	TT042	018_042	400	core, gravity undiff.	1969	23	06		60	44	80	N	177	19	80	W	m	60.7467	-177.33	132	40			
20995002	Thomas G. Thompson	TT042	020_048	500	core, piston undiff.	1969	08	23		60	54	60	N	176	08	10	W	m	60.91	-176.135	14	1135			
20995002	Thomas G. Thompson	TT042	012_028	400	core, gravity undiff.	1969	08	22		59	47	50	N	176	10	00	W	m	59.7917	-176.1667	137	25			
20995002	Thomas G. Thompson	TT042	013_030	400	core, gravity undiff.	1969	08	22		59	54	80	N	176	19	50	W	m	59.9133	-176.325	138	56			
20995002	Thomas G. Thompson	TT042	008_018	100	grab, undifferentiated	1969	08	22		59	22	10	N	174	35	80	W	m	59.3683	-174.5967	118				
20995002	Thomas G. Thompson	TT042	003_007	100	grab, undifferentiated	1969	08	21		58	11	00	N	171	45	10	W	m	58.1833	-171.7517	97				
20995002	Thomas G. Thompson	TT020	076_226	500	core, piston undiff.	1967	09	11		63	03	00	N	174	27	00	W	m	63.05	-174.45	79	421			
20995002	Brown Bear	BB268	092	100	grab, undifferentiated	1960	08	08		69	03	00	N	165	31	00	W	m	69.05	-165.5167	20	0			
20995002	Brown Bear	BB268	066	400	core, gravity undiff.	1960	08	05		67	17	00	N	167	05	00	W	m	67.2833	-167.0833	44	47			
20995002	Brown Bear	BB268	027	0	unknown	1960				63	46	00	N	171	46	00	W	m	63.7667	-171.7667	10				
20995002	Thomas G. Thompson	TT042	107_236	500	core, piston undiff.	1969	09	04		63	09	80	N	173	05	10	W	m	63.1633	-173.085	69	138			
20995002	Thomas G. Thompson	TT042	103_229	100	grab, undifferentiated	1969	09	04		63	42	00	N	172	44	40	W	m	63.7	-172.74	62				
20995002	Thomas G. Thompson	TT042	093_210	100	grab, undifferentiated	1969	09	03		62	31	90	N	169	05	30	W	m	62.5317	-169.0883	35				
20995002	Thomas G. Thompson	TT042	099_222	100	grab, undifferentiated	1969	09	04		63	00	00	N	172	21	10	W	m	63	-172.3517	60				
20995002	Thomas G. Thompson	TT042	083_190	500	core, piston undiff.	1969	08	31		62	20	50	N	167	41	50	W	m	62.3417	-167.6917	27	65			
20995002	Thomas G. Thompson	TT042	087_198	100	grab, undifferentiated	1969	09	01		63	04	80	N	167	04	60	W	m	63.08	-167.0767	25				
20995002	Thomas G. Thompson	TT042	080_184	500	core, piston undiff.	1969	08	31		61	22	30	N	168	00	40	W	m	61.3717	-168.0067	30	102			
20995002	Thomas G. Thompson	TT042	076_174	100	grab, undifferentiated	1969	08	30		60	32	30	N	167	40	80	W	m	60.5383	-167.68	30				
20995002	Thomas G. Thompson	TT042	079_181	500	core, piston undiff.	1969	08	31		61	34	80	N	168	02	90	W	m	61.58	-168.0483	30	156			
20995002	Thomas G. Thompson	TT042	073_166	100	grab, undifferentiated	1969	08	30		59	38	50	N	169	12	00	W	m	59.6417	-169.2	47				
20995002	Thomas G. Thompson	TT042	066_147	400	core, gravity undiff.	1969	08	29		61	11	90	N	172	11	30	W	m	61.1983	-172.1883	65	146			
41995002	Multiple	unknown	ST79_3	0	unknown					70	31	00	N	149	57	00	W	m	70.5167	-149.95	3				
41995002	Multiple	unknown	ST79_5	0	unknown					70	32	00	N	149	45	00	W	m	70.5333	-149.75	2				
41995002	Multiple	unknown	SMG1523	0	unknown					71	47	00	N	155	33	00	W	m	71.7833	-155.55	122				
41995002	Multiple	unknown	SMG1444	0	unknown					70	26	00	N	147	26	20	W	m	70.4333	-147.4367	16				
41995002	Multiple	unknown	SMG1458	0	unknown					70	11	30	N	143	31	50	W	m	70.1883	-143.525	24				
20995002	Northwind	NW362	060	400	core, gravity undiff.	1962	10	21		69	00	00	N	174	00	00	W	m	69	-174	50	25			
20995002	Northwind	NW362	049	101	grab, orange peel	1962	10	18		70	29	00	N	172	08	00	W	m	70.4833	-172.1333	32				
20995002	Northwind	NW362	040	101	grab, orange peel	1962	10	16		72	00	00	N	158	12	00	W	m	72	-158.2	69				
41055001	Glacier	OCSRU529	000021	107	grab, smith-mcintyre	1977	08	28		70	21	00	N	143	29	00	W	m	70.35	-143.4833	41		SMITH-MCINTYRE		
06245001	Townsend Cromwell	JPO 212	156	100	grab, undifferentiated	1975	05	31	1245	59	58	10	N	145	53	99	W	m	59.9683	-145.8998	84		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	148	100	grab, undifferentiated	1975	05	31	0422	59	55	00	N	145	34	49	W	m	59.9167	-145.5748	81		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	132	104	grab, shipek	1975	06	1	0500	60	07	10	N	144	31	19	W	m	60.1183	-144.5198	20		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	134	104	grab, shipek	1975	06	1	0605	59	59	00	N	144	23	99	W	m	59.9833	-144.3998	20		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	129	104	grab, shipek	1975	06	1	0420	60	04	90	N	144	40	39	W	m	60.0817	-144.6732	146		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	10	100	grab, undifferentiated	1975	05	30	0453	59	22	40	N	146	41	39	W	m	59.3733	-146.6898	135		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	104	104	grab, shipek	1975	06	1	0251	60	08	10	N	144	54	89	W	m	60.135	-144.9148	53		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	112	100	grab, undifferentiated	1975	06	1	2225	59	37	60	N	144	36	99	W	m	59.6267	-144.6165	145		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	118	104	grab, shipek	1975	06	2	0444	59	40	70	N	144	33	29	W	m	59.6783	-144.5548	137		SHIPEK GRAB		
20995002	Brown Bear	BB236	006	0	unknown	1959	08	03		66	26	00	N	167	54	00	W	m	66.4333	-167.9	22				
20995002	Alpha II Ice Station	DISA2	032	101	grab, orange peel	1959	07	25		77	05	10	N	163	34	70	W	m	77.085	-163.5783	263				
20995002	Alpha II Ice Station	DISA2	047	101	grab, orange peel	1959	07	30		77	36	50	N	164	42	70	W	m	77.6083	-164.7117	274				
20995002	Alpha II Ice Station	DISA2	079	101	grab, orange peel	1959	08	09		77	22	90	N	163	42	70	W	m	77.3817	-163.7117	282				
65005001	Unknown Platform	ALASKAG	DBC67B1	701	drive sample, hand core	1977	2	2	2000	59	50	25	N	141	16	30	W	m	59.8375	-141.2717		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC72A1	701	drive sample, hand core	1977	2	2	2000	59	54	30	N	141	28	15	W	m	59.905	-141.4692		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC64A1	701	drive sample, hand core	1977	2	2	2000	59	48	15	N	141	07	45	W	m	59.8025	-141.1242		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC59B1	701	drive sample, hand core	1977	2	2	2000	59	45	30	N	140	55	05	W	m	59.755	-140.9175		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC49B1	701	drive sample, hand core	1977	2	2	2000	59	42	15	N	140	22	55	W	m	59.7025	-140.3758		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC57C1	701	drive sample, hand core	1977	2	2	2000	59	44	30	N	140	48	25	W	m	59.7383	-140.8042		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC44B1	701	drive sample, hand core	1977	2	2	2000	59	44	50	N	140	08	25	W	m	59.7417	-140.1375		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC45B1	701	drive sample, hand core	1977	2	2	2000	59	43	45	N	140	10	50	W	m	59.7242	-140.175		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC47C1	701	drive sample, hand core	1977	2	2	2000	59	42	10	N	140	16	25	W	m	59.7017	-140.2708		15	HAND CORE		
20995002	Thomas G. Thompson	TT051	119_235	100	grab, undifferentiated	1970	09	07		61	18	00	N	176	29	80	W	m	61.3	-176.4967	111				
20995002	Thomas G. Thompson	TT051	111_214	500	core, piston undiff.	1970	09	06		59	29	30	N	172	40	90	W	m	59.4883	-172.6817	92	278			
20995002	Thomas G. Thompson	TT051	112_217	500	core, piston undiff.	1970	09	06		59	19	50	N	173	03	10	W	m	59.325	-173.0517	99	257			
20995002	Thomas G. Thompson	TT051	108_206	400	core, gravity undiff.	1970	09	06		59	58	90	N	171	01	50	W	m	59.9817	-171.025	69	91			
20995002	Thomas G. Thompson	TT051	104_196	100	grab, undifferentiated	1970	09	05		60	25	40	N	168	18	20	W	m	60.4233	-168.3033	34				
41995002	Multiple	unknown	SMG1332	0	unknown					71	18	10	N	152	32	20	W	m	71.3017	-152.5367	55				
41995002	Multiple	unknown	SMG1184	0	unknown					71	13	00	N	152	42	00	W	m	71.2167	-152.7	37				
41995002	Multiple	unknown	SMG1293	0	unknown					70	37	50	N	148	31	50	W	m	70.625	-148.525	29				
20995002	Burton Island	BI060	22	0	unknown	1960				69	57	60	N	164	49	00	W	m	69.96	-164.8167	38				
20995002	Burton Island	BI060	013	0	unknown	1960				74	52	00	N	134	49	00	W	m	74.8667	-134.8167					
20995002	Burton Island	BI060	015	0	unknown	1960				69	59	00	N	140	13	50	W	m	69.9833	-140.225					
20995002	Burton Island	BI060	021	100	grab, undifferentiated	1960	09	24		71	06	00	N	166	00	00	W	m	71.1	-166	43				
20995002	Brown Bear	BB268	81	0	unknown	1960	08			68	11	00	N	168	55	00	W	m	68.1833	-168.9167	56				
20995002	Brown Bear	BB268	84	0	unknown	1960	08			68	40	00	N	168	55	00	W	m	68.6667	-168.9167	52				
20995002	Brown Bear	BB268	89	0	unknown	1960	08	08		68	52	00	N	166	21	00	W	m	68.8667	-166.35	22				
20995002	Brown Bear	BB268	53	0	unknown	1960	08			66	40	00	N	167	14	00	W	m	66.6667	-167.2333	33				
20995002	Brown Bear	BB268	60	0	unknown	1960	08			67	04	00	N	164	32	00	W	m	67.0667	-164.5333	28				
41055001	Glacier	OCSRU529	000012	107	grab, smith-mcintyre	1977	08	26		69	50	00	N	141	29	00	W	m	69.8333	-141.4833	22		SMITH-MCINTYRE		
41055001	Glacier	OCSRU529	000005	107	grab, smith-mcintyre	1977	08	21		72	56	00	N	146	36	00	W	m	72.9333	-146.6	3593		SMITH-MCINTYRE		
41055001	Glacier	OCSRU529	000010	107	grab, smith-mcintyre	1977	08	25		70	40	00	N	141	27	00	W	m	70.6667	-141.45	678		SMITH-MCINTYRE		
41025001	Miller Freeman	OCS818	082	103	grab, van veen	1975	08	22		60	32	90	N	170	29	90	W	m	60.5483	-170.4983	60		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	056_02	103	grab, van veen	1975	08	31		58	05	00	N	169	02	00	W	m	58.0833	-169.0333	75		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	059	103	grab, van veen	1975	08	25		59	11	70	N	167	16	20	W	m	59.195	-167.27	38		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	064	103	grab, van veen	1975	08	20		58	01	00	N	171	08	50	W	m	58.0167	-171.1417	93		VAN VEEN GRAB		
20995002	Multiple	ANC68	159	100	grab, undifferentiated	1968	07	30		64	17	50	N	169	20	20	W	m	64.2917	-169.3367	40	0			
20995002	Multiple	ANC68	108	100	grab, undifferentiated	1968	07	28		63	36	00	N	170	55	00	W	m	63.6	-170.9167	22	0			
20995002	Multiple	ANC68	144	100	grab, undifferentiated	1968	07	29		63	19	50	N	168	38	90	W	m	63.325	-168.6483	31	0			
20995002	Brown Bear	BB236	143	0	unknown	1959	08	25		68	26	00	N	166	33	00	W	m	68.4333	-166.55	18				
20995002	Brown Bear	BB236	145	0	unknown	1959	08	25		68	25	00	N	166	40	00	W	m	68.4167	-166.6667	15				
20995002	Brown Bear	BB236	151	0	unknown	1959	08	28		66	37	00	N	164	46	00	W	m	66.6167	-164.7667	13				
20995002	Brown Bear	BB236	128	0	unknown	1959	08	24		68	04	00	N	166	57	00	W	m	68.0667	-166.95	49				
20995002	Brown Bear	BB236	024	0	unknown	1959	08	06		68	01	00	N	168	38	00	W	m	68.0167	-168.6333	59				
20995002	Brown Bear	BB236	025	401	core, gravity, phleger	1959	08	06		68	28	00	N	168	41	00	W	m	68.4667	-168.6833	54	110			
20995002	Alpha II Ice Station	DISA2	105	101	grab, orange peel	1959	08	19		77	49	00	N	166	14	10	W	m	77.8167	-166.235	545				
20995002	Brown Bear	BB236	002	100	grab, undifferentiated	1959	08	02		65	42	00	N	168	43	00	W	m	65.7	-168.7167	51				
06995003	Sea Sounder	S878WG	323	103	grab, van veen	1978	08	08	1837	59	30	88	N	152	38	86	W	m	59.5147	-152.6477	65		VAN VEEN GRAB		
06995003	Sea Sounder	S878WG	314	300	core, box	1978	08	06	1725	59	27	54	N	152	38	32	W	m	59.459	-152.6387	58		BOX CORE		
06995003	Sea Sounder	S878WG	302	103	grab, van veen	1978	08	04	1117	59	36	13	N	152	18	23	W	m	59.6022	-152.3038	56		VAN VEEN GRAB		
06995003	Sea Sounder	S777WG	234	103	grab, van veen	1977	10	03	2249	57	31	54	N	150	49	42	W	m	57.5257	-150.8237	93		VAN VEEN GRAB		
06995003	Sea Sounder	S777WG	244	103	grab, van veen	1977	10	06	1438	57	51	70	N	149	50	90	W	m	57.8617	-149.8483	257		VAN VEEN GRAB		
06995003	Sea Sounder	S777WG	204	103	grab, van veen	1977	09	15	1622	58	51	37	N	152	54	13	W	m	58.8562	-152.9022	164		VAN VEEN GRAB		
06995003	Sea Sounder	S777WG	217	103	grab, van veen	1977	09	30	1117	57	00	00	N	152	13	50	W	m	57	-152.225	75		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	98	103	grab, van veen	1976	07	23	0033	56	38	00	N	153	16	00	W	m	56.6333	-153.2667	145		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	91	103	grab, van veen	1976	07	22	1335	57	19	29	N	152	01	82	W	m	57.3215	-152.0303	73		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	94	103	grab, van veen	1976	07	22	1904	56	48	15	N	152	52	75	W	m	56.8025	-152.8792	63		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	87	103	grab, van veen	1976	07	22	0814	57	36	45	N	151	47	60	W	m	57.6075	-151.7933	132		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	79	103	grab, van veen	1976	07	14	0155	58	13	23	N	151	38	07	W	m	58.2205	-151.6345	68		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	66	103	grab, van veen	1976	07	10	2123	57	55	10	N	150	59	30	W	m	57.9183	-150.9883	81		VAN VEEN GRAB		
06995003	Sea Sounder	S376WG	72	103	grab, van veen	1976	07	13	0144	57	24	20	N	151	05	10	W	m	57.4033	-151.085	92		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	174	104	grab, shipek	1975	06	1	0143	60	09	60	N	145	06	39	W	m	60.16	-145.1065	24		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	178	104	grab, shipek	1975	06	1	0236	60	09	30	N	144	52	49	W	m	60.155	-144.8748	38		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	162	100	grab, undifferentiated	1975	05	31	2038	60	19	20	N	146	13	19	W	m	60.32	-146.2198	24		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	164B	103	grab, van veen	1975	05	31	2132	60	19	50	N	146	00	00	W	m	60.325	-146	26		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	159	104	grab, shipek	1975	05	31	1715	60	10	20	N	146	52	09	W	m	60.17	-146.8682	165		SHIPEK GRAB		
41015001	Discoverer	OCS808	048	103	grab, van veen	1975	06	04		56	19	10	N	169	42	00	W	m	56.3183	-169.7	155		VAN VEEN GRAB		
41015001	Discoverer	OCS808	054	103	grab, van veen	1975	06	04		56	58	20	N	170	58	80	W	m	56.97	-170.98	110		VAN VEEN GRAB		
41015001	Discoverer	OCS808	028	103	grab, van veen	1975	06	11		57	09	90	N	165	04	30	W	m	57.165	-165.0717	70		VAN VEEN GRAB		
41015001	Discoverer	OCS808	032	103	grab, van veen	1975	05	23		57	47	00	N	167	43	00	W	m	57.7833	-167.7167	70		VAN VEEN GRAB		
41015001	Discoverer	OCS808	011	103	grab, van veen	1975	06	09		56	45	50	N	161	59	70	W	m	56.7583	-161.995	71		VAN VEEN GRAB		
41005002	Unknown Platform	OCSSEDAN	N3	103	grab, van veen					63	29	90	N	166	29	70	W	m	63.4983	-166.495	26		VAN VEEN GRAB		
41005002	Unknown Platform	OCSSEDAN	N6	103	grab, van veen					63	38	40	N	164	31	00	W	m	63.64	-164.5167	13		VAN VEEN GRAB		
20995002	Thomas G. Thompson	TT042	150_314	100	grab, undifferentiated	1969	09	10		61	48	00	N	175	26	00	W	m	61.8	-175.4333	89				
20995002	Northwind	NW261	004	101	grab, orange peel	1961	09	12		64	15	00	N	162	29	50	W	m	64.25	-162.4917	20				
20995002	Northwind	NW261	008	101	grab, orange peel	1961	09	12		63	45	20	N	163	28	80	W	m	63.7533	-163.48	17				
20995002	Northwind	NW161	014	100	grab, undifferentiated	1961	07	14		57	30	00	N	163	30	00	W	m	57.5	-163.5	46				
20995002	Northwind	NW161	017	100	grab, undifferentiated	1961	07	14		57	30	00	N	168	30	00	W	m	57.5	-168.5	64				
20995002	Northwind	NW161	005	100	grab, undifferentiated	1961	07	12		56	14	00	N	161	30	00	W	m	56.2333	-161.5	88				
20995002	Virginia City	VC067	067	100	grab, undifferentiated	1967	08	17		64	30	40	N	165	49	00	W	m	64.5067	-165.8167	15	0			
20995002	Tomcod	AWF68	306	100	grab, undifferentiated	1968	08	11		64	26	50	N	164	42	50	W	m	64.4417	-164.7083	20				
20995002	Thomas G. Thompson	TT051	141_278	100	grab, undifferentiated	1970	09	12		59	11	20	N	169	25	50	W	m	59.1867	-169.425	55				
20995002	Thomas G. Thompson	TT051	145_285	100	grab, undifferentiated	1970	09	12		58	55	10	N	168	48	70	W	m	58.9183	-168.8117	51				
20995002	Thomas G. Thompson	TT051	151_297	400	core, gravity undiff.	1970	09	14		55	42	00	N	167	19	50	W	m	55.7	-167.325	135	128			
20995002	Thomas G. Thompson	TT051	128_257	400	core, gravity undiff.	1970	09	09		57	02	50	N	171	18	00	W	m	57.0417	-171.3	107	101			
20995002	Thomas G. Thompson	TT051	135_267	400	core, gravity undiff.	1970	09	11		56	28	90	N	170	03	30	W	m	56.4817	-170.055	103	107			
09995040	Northwind	31501	54	100	grab, undifferentiated	1955	03	10		61	37	00	N	172	56	00	W	m	61.6167	-172.9333	65		GRAB SAMPLE		
09995040	Northwind	31501	151	100	grab, undifferentiated	1955	04	09		61	30	00	N	167	47	00	W	m	61.5	-167.7833	27		GRAB SAMPLE		
09995040	Northwind	31501	177	100	grab, undifferentiated	1955	04	11		57	05	00	N	169	22	00	W	m	57.0833	-169.3667	71		GRAB SAMPLE		
20995002	Brown Bear	BB268	175	0	unknown	1960	08			65	21	00	N	167	28	00	W	m	65.35	-167.4667	16				
